date,day_of_the_week,meal_type,staff_member_id
08/22/27 10:54,Sunday,Lunch,164
08/23/26 22:35,Monday,Dinner,63
07/19/27 17:16,Tuesday,Dinner,168
06/26/26 2:18,Wednesday,Dinner,168
09/23/26 20:39,Thursday,Dinner,85
04/26/25 19:21,Friday,Lunch,92
05/16/26 11:42,Saturday,Lunch,172
07/27/27 0:06,Sunday,Dinner,19
10/15/24 16:20,Monday,Breakfast,194
06/13/26 8:46,Tuesday,Lunch,19
12/30/25 15:10,Wednesday,Breakfast,79
06/02/26 16:13,Thursday,Dinner,136
01/02/27 15:50,Friday,Lunch,9
08/14/26 10:36,Saturday,Breakfast,104
09/14/24 11:22,Sunday,Breakfast,25
01/11/26 23:40,Monday,Dinner,167
02/22/25 12:28,Tuesday,Dinner,33
01/05/25 23:53,Wednesday,Dinner,182
08/30/27 14:40,Thursday,Dinner,133
06/01/26 0:14,Friday,Lunch,103
10/27/24 20:18,Saturday,Breakfast,120
04/26/26 21:33,Sunday,Dinner,130
04/07/25 12:56,Monday,Dinner,114
12/02/24 7:51,Tuesday,Breakfast,175
09/29/24 4:34,Wednesday,Dinner,62
09/28/25 19:56,Thursday,Breakfast,69
07/30/24 20:47,Friday,Dinner,92
09/24/24 2:40,Saturday,Lunch,156
04/30/27 8:34,Sunday,Breakfast,170
06/14/25 13:22,Monday,Lunch,39
09/06/24 12:17,Tuesday,Dinner,59
12/23/25 0:03,Wednesday,Dinner,68
11/18/24 3:16,Thursday,Breakfast,5
01/25/27 18:14,Friday,Dinner,129
08/09/25 2:50,Saturday,Lunch,152
06/28/24 17:08,Sunday,Breakfast,190
02/22/25 17:01,Monday,Lunch,117
09/14/26 21:00,Tuesday,Dinner,159
08/17/26 10:57,Wednesday,Breakfast,185
06/18/27 6:51,Thursday,Lunch,42
08/09/27 5:55,Friday,Dinner,92
08/11/24 17:13,Saturday,Lunch,141
09/11/27 1:05,Sunday,Lunch,5
07/27/26 9:18,Monday,Lunch,56
05/18/27 15:57,Tuesday,Breakfast,147
10/19/24 12:08,Wednesday,Breakfast,191
04/27/27 1:48,Thursday,Dinner,101
09/14/26 2:51,Friday,Lunch,116
09/12/24 18:50,Saturday,Lunch,30
04/09/27 4:10,Sunday,Dinner,181
01/07/25 19:00,Monday,Dinner,139
07/23/24 0:33,Wednesday,Breakfast,66
12/19/26 20:56,Thursday,Lunch,43
02/12/26 11:53,Friday,Dinner,42
08/07/25 18:43,Saturday,Lunch,93
10/13/27 0:26,Sunday,Lunch,58
04/11/25 18:49,Monday,Dinner,34
09/27/26 16:15,Tuesday,Dinner,80
07/18/26 13:19,Wednesday,Dinner,64
03/23/25 20:30,Thursday,Dinner,82
04/13/25 23:59,Friday,Lunch,110
08/16/25 9:40,Saturday,Lunch,109
06/24/24 10:13,Sunday,Dinner,84
02/20/26 13:03,Monday,Dinner,2
12/06/27 0:21,Tuesday,Dinner,130
07/22/25 0:37,Wednesday,Breakfast,159
05/08/27 13:04,Thursday,Lunch,66
06/04/26 7:01,Friday,Dinner,18
06/04/25 5:55,Saturday,Breakfast,140
09/01/26 13:12,Sunday,Lunch,186
11/05/25 8:56,Monday,Lunch,148
12/08/27 9:03,Tuesday,Breakfast,60
06/22/27 11:05,Wednesday,Lunch,47
05/23/26 2:15,Thursday,Dinner,107
04/08/25 8:02,Friday,Lunch,98
11/10/26 8:55,Saturday,Dinner,136
09/05/27 16:38,Sunday,Lunch,65
09/02/24 12:15,Monday,Lunch,11
11/27/24 5:11,Tuesday,Dinner,68
07/17/24 22:50,Wednesday,Breakfast,79
05/12/24 16:49,Thursday,Dinner,98
03/12/27 16:12,Friday,Dinner,171
04/25/26 16:26,Saturday,Dinner,69
09/12/26 9:17,Sunday,Lunch,70
09/22/26 22:29,Monday,Lunch,47
08/21/25 7:54,Tuesday,Lunch,57
12/02/27 3:38,Wednesday,Lunch,188
02/08/26 18:26,Thursday,Dinner,188
08/18/27 23:10,Friday,Breakfast,185
03/27/26 6:51,Saturday,Dinner,1
10/14/24 15:31,Monday,Breakfast,67
04/21/24 14:48,Tuesday,Breakfast,33
06/07/24 8:11,Wednesday,Breakfast,175
03/07/26 16:24,Thursday,Breakfast,97
12/23/25 9:59,Friday,Lunch,52
07/26/25 10:10,Saturday,Dinner,165
09/10/25 12:47,Sunday,Breakfast,145
10/18/25 6:25,Monday,Lunch,119
11/15/24 17:58,Tuesday,Dinner,166
01/10/25 23:09,Wednesday,Dinner,118
12/03/26 17:53,Thursday,Lunch,70
07/08/25 12:48,Friday,Lunch,191
03/12/26 20:53,Saturday,Lunch,22
01/29/25 12:10,Sunday,Breakfast,132
10/20/25 4:06,Monday,Breakfast,26
11/06/24 17:32,Tuesday,Dinner,169
10/21/25 3:39,Wednesday,Lunch,172
09/30/26 19:12,Thursday,Dinner,39
03/19/27 14:58,Friday,Lunch,43
04/20/27 10:50,Saturday,Breakfast,138
12/01/26 10:11,Sunday,Dinner,67
10/08/26 20:23,Monday,Breakfast,111
05/06/25 3:15,Tuesday,Breakfast,88
05/20/25 9:38,Wednesday,Breakfast,140
08/25/27 10:31,Thursday,Lunch,159
05/28/24 18:06,Friday,Breakfast,102
08/19/24 17:11,Saturday,Lunch,187
08/01/27 7:04,Sunday,Dinner,150
11/30/26 4:36,Monday,Breakfast,33
09/26/27 9:22,Tuesday,Lunch,109
05/17/25 14:00,Wednesday,Dinner,100
09/09/25 2:19,Thursday,Breakfast,167
04/27/26 22:21,Friday,Dinner,97
08/22/24 17:20,Saturday,Dinner,135
10/27/27 16:29,Sunday,Lunch,99
03/30/26 17:16,Monday,Dinner,179
08/15/26 4:34,Tuesday,Breakfast,179
12/13/25 3:35,Wednesday,Breakfast,111
03/05/27 21:12,Thursday,Lunch,56
06/25/24 20:47,Friday,Lunch,105
08/05/25 20:01,Saturday,Dinner,100
02/10/27 11:02,Sunday,Breakfast,117
01/01/25 2:54,Monday,Lunch,137
11/15/26 8:31,Tuesday,Lunch,8
09/04/27 2:07,Wednesday,Lunch,75
10/19/24 18:31,Thursday,Breakfast,6
05/29/25 13:51,Friday,Breakfast,122
09/01/25 7:31,Saturday,Breakfast,75
10/11/26 1:58,Sunday,Lunch,45
09/01/26 2:46,Monday,Lunch,175
09/24/24 1:30,Tuesday,Lunch,3
11/30/27 0:16,Wednesday,Lunch,200
08/09/24 2:04,Thursday,Lunch,85
07/04/27 11:22,Friday,Dinner,114
03/18/27 13:54,Saturday,Breakfast,61
08/19/24 9:55,Sunday,Lunch,43
10/12/27 17:00,Monday,Lunch,93
06/30/25 14:35,Tuesday,Breakfast,82
07/15/25 4:21,Wednesday,Breakfast,15
04/09/27 8:21,Thursday,Breakfast,34
06/02/27 11:16,Friday,Dinner,139
07/10/27 6:18,Saturday,Breakfast,96
04/23/27 6:11,Sunday,Dinner,9
10/07/24 23:38,Monday,Dinner,16
09/30/25 0:59,Tuesday,Breakfast,42
04/22/25 15:23,Wednesday,Lunch,99
12/25/27 9:32,Thursday,Lunch,4
12/13/25 3:43,Friday,Breakfast,29
07/01/25 14:59,Saturday,Breakfast,199
10/31/26 15:16,Sunday,Lunch,25
12/11/25 13:15,Monday,Lunch,53
01/10/27 11:51,Tuesday,Breakfast,14
12/04/25 18:06,Wednesday,Breakfast,167
03/06/27 8:23,Thursday,Breakfast,2
12/23/25 5:50,Friday,Dinner,50
07/04/25 2:58,Saturday,Dinner,196
08/07/25 10:46,Sunday,Lunch,47
08/23/27 14:16,Monday,Lunch,28
07/09/27 17:03,Tuesday,Dinner,99
03/07/25 11:40,Wednesday,Dinner,87
12/16/25 3:52,Thursday,Dinner,79
03/15/26 22:51,Friday,Dinner,147
12/09/24 1:34,Saturday,Breakfast,31
01/08/27 6:44,Sunday,Dinner,36
10/26/24 3:23,Monday,Lunch,145
03/05/27 0:14,Tuesday,Lunch,64
01/04/27 23:37,Wednesday,Dinner,126
11/22/26 7:24,Thursday,Lunch,114
07/24/27 5:50,Friday,Lunch,188
06/13/24 11:27,Saturday,Breakfast,48
04/10/27 11:36,Sunday,Dinner,3
03/02/27 22:57,Monday,Dinner,21
05/21/24 11:36,Tuesday,Lunch,14
03/26/26 16:56,Wednesday,Dinner,188
10/11/26 10:17,Thursday,Lunch,179
02/20/26 22:27,Friday,Breakfast,123
05/01/26 5:26,Saturday,Lunch,21
07/22/25 20:21,Sunday,Lunch,49
09/14/24 15:09,Monday,Breakfast,29
11/21/26 19:15,Tuesday,Dinner,193
09/07/27 2:40,Wednesday,Breakfast,25
06/23/25 8:24,Thursday,Lunch,48
09/11/27 21:28,Friday,Dinner,163
08/11/27 22:53,Saturday,Lunch,50
08/23/24 8:36,Sunday,Lunch,11
12/22/24 17:55,Monday,Dinner,191
09/09/24 3:50,Tuesday,Lunch,161
07/29/27 12:50,Wednesday,Dinner,181
08/28/27 4:28,Thursday,Breakfast,131
07/05/25 21:38,Friday,Breakfast,62
01/07/25 11:29,Saturday,Breakfast,14
08/18/27 22:53,Sunday,Lunch,46
09/11/26 23:39,Monday,Lunch,165
06/16/27 10:32,Tuesday,Lunch,199
03/06/25 20:37,Wednesday,Lunch,53
04/04/25 23:25,Thursday,Breakfast,161
01/06/25 21:28,Friday,Breakfast,193
08/19/24 5:35,Saturday,Dinner,33
11/05/26 14:28,Sunday,Breakfast,52
10/22/27 12:19,Monday,Dinner,93
11/18/24 8:51,Tuesday,Dinner,99
09/02/25 19:58,Wednesday,Lunch,135
04/13/26 15:43,Thursday,Lunch,142
11/19/25 12:09,Friday,Breakfast,198
10/07/27 21:53,Saturday,Dinner,87
10/01/26 9:54,Sunday,Lunch,131
10/21/26 13:47,Monday,Breakfast,50
09/30/24 15:01,Tuesday,Breakfast,34
03/29/25 17:50,Wednesday,Lunch,87
09/18/27 0:51,Thursday,Dinner,126
05/03/24 8:54,Friday,Breakfast,58
12/18/25 1:13,Saturday,Lunch,30
04/20/25 10:40,Sunday,Dinner,3
06/26/24 12:32,Monday,Breakfast,44
10/22/25 11:02,Tuesday,Breakfast,3
05/11/24 2:58,Wednesday,Breakfast,171
04/30/26 10:43,Thursday,Breakfast,158
09/04/25 7:03,Friday,Lunch,124
05/07/24 11:39,Saturday,Breakfast,81
06/06/25 23:49,Sunday,Dinner,56
09/24/26 23:55,Monday,Dinner,45
11/11/26 1:14,Tuesday,Breakfast,130
07/21/24 23:10,Wednesday,Breakfast,119
11/20/25 6:08,Thursday,Lunch,66
06/29/27 20:01,Friday,Breakfast,113
03/08/26 12:40,Saturday,Breakfast,136
07/10/26 17:44,Sunday,Breakfast,157
10/09/25 19:18,Monday,Breakfast,132
04/04/26 23:39,Tuesday,Breakfast,109
09/11/25 8:21,Wednesday,Dinner,200
01/13/25 4:04,Thursday,Lunch,98
10/26/25 21:00,Friday,Breakfast,123
02/23/25 23:43,Saturday,Lunch,43
08/10/25 11:47,Sunday,Lunch,102
03/10/26 10:44,Monday,Breakfast,149
10/28/27 15:59,Tuesday,Breakfast,87
05/30/25 17:44,Wednesday,Breakfast,106
09/19/25 8:36,Thursday,Lunch,45
12/20/26 19:20,Friday,Dinner,28
08/02/26 9:03,Saturday,Breakfast,199
06/16/27 10:33,Sunday,Dinner,169
01/29/25 18:31,Monday,Lunch,34
10/15/25 3:15,Tuesday,Dinner,175
08/01/25 20:49,Wednesday,Breakfast,41
03/11/26 11:58,Thursday,Breakfast,171
04/03/27 21:34,Friday,Dinner,113
10/25/25 17:52,Saturday,Dinner,176
08/23/26 6:22,Sunday,Lunch,181
12/20/26 6:30,Monday,Lunch,114
03/29/27 11:16,Tuesday,Dinner,67
12/28/27 0:06,Wednesday,Breakfast,151
09/21/24 18:06,Thursday,Lunch,131
11/19/26 0:50,Friday,Dinner,31
12/26/26 14:08,Saturday,Breakfast,155
08/13/26 6:55,Sunday,Breakfast,77
08/28/27 5:31,Monday,Breakfast,175
10/19/25 2:35,Tuesday,Breakfast,85
06/24/27 5:53,Wednesday,Dinner,125
07/06/24 16:43,Thursday,Lunch,103
09/26/27 22:24,Friday,Breakfast,138
04/13/27 15:10,Saturday,Lunch,166
11/04/24 16:50,Sunday,Lunch,20
08/26/24 0:19,Monday,Lunch,174
06/16/24 14:27,Tuesday,Lunch,97
12/24/27 23:03,Wednesday,Dinner,189
12/15/25 1:06,Thursday,Dinner,139
04/13/27 10:09,Friday,Lunch,1
11/06/25 23:04,Saturday,Dinner,101
01/20/27 9:00,Sunday,Lunch,175
08/13/26 3:27,Monday,Dinner,5
04/24/24 4:59,Tuesday,Breakfast,51
09/14/25 16:01,Wednesday,Lunch,99
03/11/26 23:49,Thursday,Dinner,119
09/23/25 2:41,Friday,Dinner,195
01/17/26 7:56,Saturday,Dinner,138
03/09/26 7:42,Sunday,Breakfast,134
06/26/26 13:58,Monday,Lunch,57
05/02/26 10:46,Tuesday,Breakfast,147
07/03/26 3:46,Wednesday,Lunch,156
06/15/24 9:36,Thursday,Lunch,116
06/15/26 12:13,Friday,Dinner,90
02/05/26 13:26,Saturday,Breakfast,91
01/14/25 18:28,Sunday,Lunch,140
07/23/24 20:10,Monday,Dinner,174
11/01/25 19:09,Tuesday,Lunch,7
01/21/26 1:33,Wednesday,Lunch,168
02/06/27 16:23,Thursday,Breakfast,7
10/18/24 4:56,Friday,Lunch,67
11/30/24 8:10,Saturday,Lunch,15
05/11/25 9:01,Sunday,Breakfast,157
07/04/27 15:10,Monday,Breakfast,125
08/06/24 12:22,Tuesday,Breakfast,161
09/21/24 16:53,Wednesday,Lunch,170
11/07/26 1:43,Thursday,Dinner,96
01/20/25 18:12,Friday,Dinner,167
11/18/25 12:49,Saturday,Lunch,85
03/17/26 3:56,Sunday,Dinner,159
07/20/26 5:30,Monday,Dinner,143
09/02/27 15:18,Tuesday,Lunch,33
10/18/24 13:28,Wednesday,Breakfast,48
09/03/26 2:32,Thursday,Lunch,2
05/05/25 19:59,Friday,Dinner,132
08/20/25 18:12,Saturday,Dinner,152
11/04/24 5:23,Sunday,Dinner,79
05/04/25 10:15,Monday,Lunch,101
06/13/27 15:13,Tuesday,Lunch,91
11/04/26 21:33,Wednesday,Breakfast,34
12/10/24 17:12,Thursday,Breakfast,152
04/09/26 19:00,Friday,Lunch,185
09/21/27 6:58,Saturday,Dinner,68
10/19/24 20:49,Sunday,Dinner,171
06/10/24 5:18,Monday,Dinner,131
10/14/24 11:35,Tuesday,Breakfast,172
04/24/24 21:42,Wednesday,Lunch,160
11/03/24 16:01,Thursday,Lunch,103
01/20/26 4:30,Friday,Dinner,146
10/14/26 19:50,Saturday,Lunch,155
12/14/25 21:31,Sunday,Dinner,34
02/16/25 13:41,Monday,Breakfast,17
04/08/24 7:31,Tuesday,Breakfast,9
08/29/24 7:27,Wednesday,Lunch,194
04/20/25 17:57,Thursday,Dinner,13
09/13/24 13:34,Friday,Lunch,124
04/15/27 5:51,Saturday,Dinner,66
07/15/25 22:50,Sunday,Lunch,66
12/01/25 21:24,Tuesday,Dinner,197
09/16/27 5:19,Wednesday,Lunch,49
11/07/27 21:36,Thursday,Dinner,6
04/13/27 18:00,Friday,Breakfast,10
11/30/26 8:45,Saturday,Dinner,122
04/29/27 5:35,Sunday,Breakfast,163
12/22/25 10:05,Monday,Lunch,43
05/29/26 12:19,Tuesday,Dinner,18
11/16/26 14:10,Wednesday,Lunch,163
07/11/24 19:29,Thursday,Breakfast,108
01/20/27 6:10,Friday,Dinner,111
12/04/24 8:13,Saturday,Dinner,194
08/17/24 8:29,Sunday,Dinner,156
12/27/25 11:53,Monday,Breakfast,139
08/07/25 22:37,Tuesday,Lunch,70
11/22/26 3:46,Wednesday,Dinner,178
05/05/25 12:50,Thursday,Dinner,175
09/04/27 19:16,Friday,Lunch,57
12/24/26 12:48,Saturday,Dinner,81
08/31/26 12:50,Sunday,Breakfast,168
11/14/25 9:26,Monday,Dinner,6
10/31/27 11:00,Tuesday,Lunch,12
01/16/27 12:51,Wednesday,Lunch,48
02/10/25 0:55,Thursday,Lunch,97
06/04/24 13:38,Friday,Breakfast,103
12/20/27 0:41,Saturday,Lunch,62
08/08/26 12:19,Sunday,Lunch,145
07/11/24 10:12,Monday,Dinner,163
04/25/27 22:35,Tuesday,Dinner,107
12/10/24 5:06,Wednesday,Breakfast,25
04/06/27 18:12,Thursday,Dinner,51
03/14/25 12:55,Friday,Lunch,14
05/28/24 1:23,Saturday,Breakfast,89
10/12/25 21:25,Sunday,Lunch,20
10/04/24 16:16,Monday,Dinner,119
03/10/26 12:25,Tuesday,Breakfast,157
09/27/27 11:26,Wednesday,Breakfast,136
08/12/25 0:39,Thursday,Breakfast,83
04/26/27 10:00,Friday,Dinner,1
08/18/27 8:04,Saturday,Lunch,169
09/26/27 21:49,Sunday,Dinner,188
06/06/27 1:14,Monday,Breakfast,40
07/01/27 2:36,Tuesday,Breakfast,95
05/06/26 20:55,Wednesday,Lunch,60
10/10/27 10:57,Thursday,Breakfast,16
03/06/25 3:46,Friday,Lunch,198
07/14/25 12:41,Saturday,Dinner,134
07/12/24 5:04,Sunday,Lunch,28
05/03/25 3:30,Monday,Dinner,143
04/22/25 16:18,Tuesday,Breakfast,179
04/27/26 20:09,Wednesday,Lunch,188
11/07/24 21:05,Thursday,Dinner,181
04/12/26 21:28,Friday,Dinner,192
11/13/27 23:02,Saturday,Breakfast,33
08/04/25 15:02,Sunday,Dinner,155
09/07/27 17:41,Monday,Dinner,59
08/16/26 0:21,Tuesday,Dinner,87
11/08/27 1:49,Wednesday,Dinner,97
04/02/26 14:13,Thursday,Lunch,80
12/09/24 0:12,Friday,Breakfast,5
12/15/24 20:03,Saturday,Breakfast,65
05/26/27 10:52,Sunday,Breakfast,145
11/15/26 13:16,Monday,Breakfast,85
08/16/26 16:41,Tuesday,Breakfast,147
05/07/27 5:06,Wednesday,Breakfast,82
03/30/27 8:15,Thursday,Lunch,19
03/31/27 11:04,Friday,Dinner,51
12/22/25 5:41,Saturday,Dinner,25
10/16/25 14:18,Sunday,Dinner,53
11/08/26 17:06,Tuesday,Breakfast,149
03/01/25 20:12,Wednesday,Lunch,99
08/16/25 6:30,Thursday,Breakfast,118
09/27/27 16:34,Friday,Breakfast,103
12/14/27 22:34,Saturday,Dinner,188
11/19/26 4:17,Sunday,Lunch,163
11/13/24 17:25,Monday,Breakfast,156
02/09/25 14:04,Tuesday,Dinner,98
10/02/25 10:23,Wednesday,Lunch,121
11/18/25 6:48,Thursday,Dinner,136
11/29/25 10:09,Friday,Lunch,161
11/24/25 8:31,Saturday,Breakfast,148
12/25/24 23:01,Sunday,Lunch,35
06/26/27 15:09,Monday,Breakfast,182
12/23/25 7:16,Tuesday,Dinner,194
08/28/26 21:27,Wednesday,Breakfast,126
08/20/24 8:41,Thursday,Breakfast,181
10/16/24 15:25,Friday,Dinner,54
10/23/25 4:43,Saturday,Lunch,39
08/28/26 13:53,Sunday,Breakfast,184
12/07/26 6:12,Monday,Breakfast,121
03/16/27 0:17,Tuesday,Breakfast,141
10/26/24 10:37,Wednesday,Breakfast,37
07/19/25 1:10,Thursday,Lunch,37
08/12/24 11:09,Friday,Lunch,48
09/09/27 2:15,Saturday,Breakfast,186
11/30/26 8:55,Sunday,Breakfast,162
10/09/27 3:02,Monday,Lunch,144
11/12/25 19:21,Tuesday,Breakfast,147
09/20/25 4:42,Wednesday,Lunch,164
11/06/25 14:52,Thursday,Lunch,155
03/16/26 12:25,Friday,Dinner,152
05/19/24 23:38,Saturday,Lunch,96
03/04/25 15:45,Sunday,Lunch,197
08/25/25 23:07,Monday,Breakfast,159
04/21/27 15:05,Tuesday,Breakfast,48
06/06/25 14:23,Wednesday,Lunch,36
06/10/24 6:16,Thursday,Lunch,28
01/19/25 12:22,Friday,Dinner,140
12/27/24 0:55,Saturday,Breakfast,195
05/22/26 11:05,Sunday,Breakfast,107
08/19/27 18:28,Monday,Dinner,127
12/02/26 3:01,Tuesday,Breakfast,84
02/17/26 9:54,Wednesday,Breakfast,82
08/21/27 15:23,Thursday,Dinner,175
03/27/25 20:47,Friday,Lunch,169
08/18/26 5:54,Saturday,Breakfast,190
05/10/25 13:23,Sunday,Breakfast,101
01/06/26 10:24,Monday,Lunch,55
02/13/27 5:00,Tuesday,Breakfast,71
08/13/24 18:50,Wednesday,Dinner,173
04/22/24 1:56,Thursday,Breakfast,128
12/07/25 1:27,Friday,Breakfast,176
01/25/25 0:54,Saturday,Lunch,176
06/23/27 4:56,Sunday,Breakfast,59
05/11/25 11:38,Monday,Dinner,175
07/14/26 14:49,Tuesday,Breakfast,192
07/20/27 8:15,Wednesday,Breakfast,129
03/22/27 20:46,Thursday,Lunch,163
03/31/26 10:58,Friday,Breakfast,93
01/06/26 0:27,Saturday,Lunch,169
07/08/26 15:19,Sunday,Lunch,9
10/06/26 14:37,Monday,Lunch,196
07/12/26 10:01,Tuesday,Breakfast,99
08/13/26 20:17,Wednesday,Breakfast,162
12/09/24 16:02,Thursday,Breakfast,177
09/30/26 13:16,Friday,Dinner,89
06/04/27 7:35,Saturday,Breakfast,194
09/17/24 10:46,Sunday,Dinner,143
12/27/26 9:51,Monday,Dinner,84
01/07/25 21:26,Tuesday,Lunch,76
08/19/26 19:09,Wednesday,Breakfast,70
11/29/24 2:49,Thursday,Breakfast,82
11/04/27 9:42,Friday,Breakfast,130
09/24/26 12:29,Saturday,Dinner,55
11/30/24 5:19,Sunday,Lunch,79
10/28/27 14:12,Monday,Breakfast,33
05/19/27 4:13,Tuesday,Breakfast,137
07/17/26 17:56,Wednesday,Dinner,81
09/08/25 19:18,Thursday,Lunch,88
03/24/25 23:33,Friday,Dinner,61
08/15/24 8:02,Saturday,Lunch,69
12/28/24 18:54,Sunday,Breakfast,68
09/29/25 23:08,Monday,Lunch,192
12/13/25 13:12,Tuesday,Dinner,12
06/01/27 12:41,Wednesday,Breakfast,5
10/29/24 14:33,Thursday,Breakfast,120
04/23/24 21:42,Friday,Lunch,72
03/31/27 5:09,Saturday,Breakfast,135
08/03/26 12:06,Sunday,Dinner,83
07/24/24 16:14,Monday,Breakfast,33
07/15/27 12:27,Tuesday,Lunch,162
07/09/26 14:51,Wednesday,Lunch,193
12/07/25 16:33,Thursday,Dinner,73
06/28/27 20:19,Friday,Breakfast,3
06/15/24 11:02,Saturday,Breakfast,152
07/26/24 22:19,Sunday,Breakfast,188
11/09/26 9:34,Monday,Breakfast,130
08/12/25 3:12,Tuesday,Breakfast,157
12/04/25 8:00,Wednesday,Dinner,31
05/13/26 2:28,Thursday,Lunch,170
12/28/25 0:35,Friday,Lunch,146
11/11/25 4:43,Saturday,Dinner,199
02/06/27 10:17,Sunday,Lunch,137
09/22/24 7:41,Monday,Breakfast,138
10/13/25 7:37,Tuesday,Breakfast,41
11/24/27 1:55,Wednesday,Dinner,36
07/19/27 21:51,Thursday,Lunch,154
02/05/25 1:45,Saturday,Dinner,163
08/23/27 22:16,Sunday,Lunch,167
05/01/24 5:10,Monday,Breakfast,55
11/25/24 3:16,Tuesday,Breakfast,24
06/23/26 8:43,Wednesday,Dinner,52
06/19/27 12:45,Thursday,Dinner,75
10/04/25 4:36,Friday,Lunch,83
09/28/25 20:54,Saturday,Dinner,9
03/06/26 6:27,Sunday,Breakfast,133
08/12/25 11:34,Monday,Breakfast,163
11/24/24 16:40,Tuesday,Dinner,162
04/10/25 23:07,Wednesday,Dinner,27
02/24/25 7:13,Thursday,Breakfast,110
09/29/26 15:52,Friday,Dinner,94
04/22/26 6:30,Sunday,Breakfast,81
02/15/25 4:50,Monday,Breakfast,157
10/01/25 2:08,Tuesday,Breakfast,45
09/11/24 10:52,Wednesday,Lunch,100
09/26/24 15:53,Thursday,Lunch,158
10/28/27 19:27,Friday,Lunch,87
04/23/25 7:30,Saturday,Breakfast,38
01/27/27 4:46,Sunday,Lunch,44
04/01/27 9:27,Monday,Breakfast,34
04/12/25 23:48,Tuesday,Lunch,57
12/01/25 11:26,Wednesday,Dinner,197
09/24/25 4:45,Thursday,Breakfast,54
10/17/25 17:35,Friday,Breakfast,60
11/04/25 23:44,Saturday,Dinner,126
11/21/26 18:39,Sunday,Breakfast,77
12/16/27 9:29,Monday,Lunch,106
08/05/27 19:56,Tuesday,Lunch,24
12/28/24 10:41,Wednesday,Breakfast,136
11/22/27 21:50,Thursday,Dinner,19
07/27/25 21:09,Friday,Dinner,43
12/14/27 14:47,Saturday,Lunch,53
10/04/24 23:57,Sunday,Dinner,88
04/18/24 13:34,Monday,Dinner,158
03/28/27 2:54,Tuesday,Lunch,72
04/30/26 11:53,Wednesday,Breakfast,38
06/26/25 22:08,Thursday,Lunch,164
08/15/25 16:18,Friday,Lunch,33
05/22/24 14:26,Saturday,Lunch,24
03/14/25 17:47,Sunday,Dinner,116
05/18/25 3:37,Monday,Breakfast,197
09/24/27 16:03,Tuesday,Breakfast,125
12/02/24 12:59,Wednesday,Dinner,24
07/11/26 19:03,Thursday,Dinner,139
06/29/26 0:00,Friday,Lunch,103
05/30/24 10:44,Saturday,Breakfast,182
03/24/26 23:17,Sunday,Breakfast,85
10/04/26 8:26,Monday,Dinner,79
05/18/26 21:40,Tuesday,Breakfast,133
02/03/27 7:57,Wednesday,Breakfast,95
02/01/25 5:52,Thursday,Dinner,138
04/16/25 15:46,Friday,Lunch,122
08/04/27 14:21,Sunday,Breakfast,128
06/26/25 2:00,Tuesday,Dinner,156
10/19/27 21:17,Wednesday,Breakfast,130
11/28/27 11:55,Thursday,Breakfast,6
